Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120
